SalesID,Employee_ID,CustomerID,ProductID,Quantity,Product_Name,Product_Price,Employee_Name,Employee_Middle,Employee_Lastname,Customer_Name,Customer_Middle,Customer_LastName
3229,13,1300,13,^&13,Chain Stays,64.8,Stearns,a,MacFeather,Andrew,R,Hill
3361,8,7700,77,77^&*,Handlebar Tube,636.8,Morningstar,r,Greene,Hailey,J,Coleman
3370,10,1941,217,217,AWC Logo Cap,EUR8.99,Sheryl,u,Hunter,Austin,,Zhang
3372,17,4941,247,247,"HL Mountain Frame - Silver, 46",1364.5/ -,Albert,i,Ringer,Danielle,J,Cooper
3393,2,18182,73,577,Hex Nut 15,472.8,,l,Blotchet-Halls,Tabitha,A,Gonzalez
3396,2,3023,119,623,Lock Nut 16,88,,l,Blotchet-Halls,Caleb,,Li
3520,14,15723,246,750,"HL Mountain Frame - Silver, 48",1364.5/ -,Heather,c,McBadden,Preston,,Perez
3544,2,14000,140,140,Lock Ring,829.8,,l,Blotchet-Halls,Melanie,N,Alexander
3577,13,1300,13,13&*(),Chain Stays,64.8,Stearns,a,MacFeather,Andrew,R,Hill
3663,7,11782,9,513,Chainring Bolts,0,Marjorie,r,,Krista,,Gill
3686,7,15964,446,950,Touring Pedal,80.99,Marjorie,r,,Randy,,Zhang
3691,7,3000,30,30,Flat Washer 7,418.8,Marjorie,r,,Caitlin,A,Howard
3719,7,7182,467,467,"Touring-3000 Yellow, 50",742.35,Marjorie,r,,Gabrielle,,Price
3766,16,241,200,200,Spokes,843.2,Sylvia,a,,,,
3777,12,782,403,403,"LL Touring Frame - Blue, 62",333.42 $$,,,Locksley,Alicia,A,Chapman
3787,8,16482,56,560,Hex Nut 16,0,Morningstar,r,Greene,Robin,,Ortega
3805,12,4964,336,840,"ML Mountain Frame - Black, 44",348.76,,,Locksley,Danny,J,Vazquez
3838,12,15941,357,357,"Women's Tights, S",74.99,,,Locksley,Randall,A,Ruiz
3880,13,1300,13,GH13,Chain Stays,64.8,Stearns,a,MacFeather,Andrew,R,Hill
3943,1,1,1,-11,Adjustable Race,1.6,Abraham,e,,\,,
4117,1,1,1,11,Adjustable Race,1.6$,Abraham,e,,\,,
4137,5,12941,327,327&*,"ML Road Frame-W - Yellow, 38",594.83,Innes,e,del Castillo,Mackenzie,A,Adams
4181,1,4700,47,47DF,Thin-Jam Hex Nut 4,441.6 rs,Abraham,e,,Dakota,A,Russell
4212,8,16482,56,560,Hex Nut 16,75.4$,Morningstar,r,Greene,Robin,,Ortega
4520,13,5482,450,450,Front Derailleur,91.49$,Stearns,a,MacFeather,Devin,,Nelson
4522,1,8782,483,483,"Touring-3000 Blue, 44",742.35$,Abraham,e,,James,,Kumar
4560,8,7700,77,77()_*,Handlebar Tube,636.8,Morningstar,r,Greene,Hailey,J,Coleman
4745,1,1,1,JKLK11,Adjustable Race,1.6,Abraham,e,,\,,
4812,1,4700,47,47,Thin-Jam Hex Nut 4,441.6 rs,Abraham,e,Bennet,Dakota,A,Russell
4852,3,7723,166,670,Metal Sheet 6,389.6,,a,,Hailey,R,Rivera
4876,1,4700,47,47Y,Thin-Jam Hex Nut 4,441.6 rs,Abraham,e,Bennet,Dakota,A,Russell
4885,3,18700,187,187,LL Mountain Seat Assembly,133.34,,a,,Timothy,L,Sanders
4888,3,3541,233,233,"LL Road Frame - Red, 58",337.22,,a,,Cassandra,D,Madan
5078,1,3241,230,230,"LL Road Frame - Red, 44",337.22,Abraham,e,Bennet,Carla,J,Gonzalez
5112,11,264,289,793,"Mountain-200 Black, 46",2294.99,Livia,a,Karsen,,,
5302,11,264,,793,"Mountain-200 Black, 46",2294.99,Livia,a,Karsen,Adrienne,L,Jiménez
5493,15,664,293,797,"Mountain-300 Black, 48",1079.99 $$,Michael,',O'Leary,Alexandria,F,Peterson
5634,1,1,1,-11,Adjustable Race,1.6,Abraham,e,Bennet,\,,
5775,10,1941,217,217,AWC Logo Cap,$8.99 ,Sheryl,u,Hunter,Austin,,Zhang
5830,8,7700,77,77LOOK_,Handlebar Tube,636.8,Morningstar,r,Greene,Hailey,J,Coleman
5967,7,15964,446,950,Touring Pedal,80.99,NUL,r,,Randy,,Zhang
5972,7,3000,30,30,Flat Washer 7,418.8,NUL,r,,Caitlin,A,Howard
5999,7,7182,467,467,"Touring-3000 Yellow, 50",742.35,NUL,r,,Gabrielle,,Price
6002,7,11782,9,513,Chainring Bolts,0,NUL,r,,Krista,,Gill
6142,4,17023,259,763,"Road-450 Red, 58",1457.99,Michel,e,,Samuel,L,Robinson
6175,4,8241,280,280,"Mountain-100 Black, 38",3374.99,Michel,e,DeFrance,Isabella,,Mitchell
6203,4,12423,213,717,"Sport-100 Helmet, Black",34.99,Michel,e,DeFrance,Levi,,Prasad
6206,4,17023,259,763,"Road-450 Red, 58",1457.99,Michel,e,DeFrance,Samuel,L,Robinson
6344,7,15964,446,950,Touring Pedal,80.99,NUL,r,Green,Randy,,Zhang
6349,7,3000,30,30,Flat Washer 7,418.8,NUL,r,Green,Caitlin,A,Howard
6377,7,7182,467,467,"Touring-3000 Yellow, 50",742.35,NUL,r,Green,Gabrielle,,Price
6378,7,11782,9,513,Chainring Bolts,0,NUL,r,Green,Krista,,Gill
6460,15,10700,107,107!,Thin-Jam Lock Nut 5,85.6,Michael,',O'Leary,Julian,,Jenkins
6624,1,1,1,11,Adjustable Race,1.6,Abraham,e,Bennet,Aaron,,
6687,1,1,1,-11,Adjustable Race,1.6,Abraham,e,Bennet,Aaron,,
6688,13,1300,13,1--3,Chain Stays,64.8,Stearns,a,MacFeather,Andrew,R,Hill
6709,18,14241,340,340(),"ML Road Frame-W - Yellow, 44",594.83,Anne,i,Ringer,Micheal,,Vazquez
6944,15,10700,107,~107,Thin-Jam Lock Nut 5,85.6,Michael,',O'Leary,Julian,,Jenkins
7214,12,15941,357,357,"Women's Tights, S",74.99,Charlene,,Locksley,Randall,A,Ruiz
7217,12,782,403,403,"LL Touring Frame - Blue, 62",333.42 $$,Charlene,,Locksley,Alicia,A,Chapman
7245,12,4964,336,840,"ML Mountain Frame - Black, 44",348.76,Charlene,,Locksley,Danny,J,Vazquez
7319,1,1,1,11,Adjustable Race,1.6$,Abraham,e,Bennet,Aaron,,
7388,8,7700,77,7%7,Handlebar Tube,636.8,Morningstar,r,Greene,Hailey,J,Coleman
7563,12,4964,336,840,"ML Mountain Frame - Black, 44",348.76,Charlene,,,Danny,J,Vazquez
7596,12,15941,357,357,"Women's Tights, S",74.99,Charlene,,,Randall,A,Ruiz
7599,12,782,403,403,"LL Touring Frame - Blue, 62",333.42 $$,Charlene,,,Alicia,A,Chapman
7649,3,18700,187,187,LL Mountain Seat Assembly,133.34$,,a,,Timothy,L,Sanders
7652,3,3541,233,233,"LL Road Frame - Red, 58",337.22$,,a,,Cassandra,D,Madan
7873,1,7482,47,47,Thin-Jam Hex Nut 4,441.6,Abraham,e,Bennet,Glenn,A,Zeng
7874,14,723,60,60,Hex Nut 9,152.4,Heather,c,McBadden,Alexis,D,Wilson
7875,8,17723,77,77,Handlebar Tube,636.8,Morningstar,r,Greene,Spencer,,Bennett
7876,21,10964,90,90,External Lock Washer 2,0,Dirk,t,Stringer,Karen,,Huang
7877,15,8205,107,107,Thin-Jam Lock Nut 5,85.6,Michael,',O'Leary,Isabel,,Powell
7878,8,4446,123,123,Lock Nut 9,177.6,Morningstar,r,Greene,Connor,,Edwards
7879,2,1687,140,140,Lock Ring,829.8,,l,Blotchet-Halls,Arianna,C,Richardson
7880,15,14687,153,153,Lock Washer 3,0,Michael,',O'Leary,Mya,,Coleman
7881,9,11928,170,170,HL Nipple,196.4,Burt,r,Gringlesby,Kristopher,,Martinez
7882,3,9169,187,187,LL Mountain Seat Assembly,133.34,,a,,Jay,,Carlson
7883,16,2410,200,200,Spokes,843.2,Sylvia,a,Panteley,Brad,,Nath
7884,10,19410,217,217,AWC Logo Cap,8.99,Sheryl,u,Hunter,Whitney,C,Sanchez
7885,3,15651,233,233,"LL Road Frame - Red, 58",337.22,,a,,Peter,E,Black
7886,20,12892,250,250,"HL Mountain Frame - Black, 48",1349.6,Dean,t,Straight,Luke,J,Simmons
7887,10,6133,263,263,"Road-450 Red, 52",1457.99,Sheryl,u,Hunter,Edwin,,Li
7888,4,3374,280,280,"Mountain-100 Black, 38",3374.99,Michel,e,DeFrance,Caroline,,Butler
7889,21,615,297,297,"Road-250 Red, 58",2443.35,Dirk,t,Stringer,Alexandra,M,Alexander
7890,11,13615,310,310,LL Headset,34.2,Livia,a,Karsen,Martin,P,Patel
7891,5,10856,327,327,"ML Road Frame-W - Yellow, 38",594.83,Innes,e,del Castillo,Kaitlyn,,Harris
7892,18,4097,340,340,"ML Road Frame-W - Yellow, 44",594.83,Anne,i,Ringer,Christy,A,Andersen
7893,12,1338,357,357,"Women's Tights, S",74.99,Charlene,,,Angel,,Phillips
7894,5,17338,373,373,"Women's Mountain Shorts, M",69.99,Innes,e,del Castillo,Seth,,Bennett
7895,22,14579,390,390,"HL Touring Frame - Yellow, 60",1003.91,Johnson,h,White,Monique,,Torres
7896,12,7820,403,403,"LL Touring Frame - Blue, 62",333.42 $$,Charlene,,,Hannah,G,Jenkins
7897,6,5061,420,420,ML Touring Seat/Saddle,39.14,Ann,u,Dull,Dave,,Richards
7898,1,2302,437,437,ML Road Tire,24.99,Abraham,e,Bennet,Blake,,Long
7899,13,15302,450,450,Front Derailleur,91.49,Stearns,a,MacFeather,Olivia,E,Howard
7900,7,12543,467,467,"Touring-3000 Yellow, 50",742.35,NUL,r,Green,Lisa,S,Chen
7901,1,8784,483,483,"Touring-3000 Blue, 44",742.35,Abraham,e,Bennet,James,,Mitchell
7902,17,6025,500,500,ML Bottom Bracket,101.24,Albert,i,Ringer,Eduardo,J,Brown
7903,7,19025,9,513,Chainring Bolts,0,NUL,r,Green,Tyrone,B,Ruiz
7904,1,16266,26,530,Flat Washer 4,0,Abraham,e,Bennet,Richard,J,Martinez
7905,18,13507,43,547,Thin-Jam Hex Nut 16,72.8,Anne,i,Ringer,Marissa,,Price
7906,8,6748,56,560,Hex Nut 16,75.4,Morningstar,r,Greene,Evelyn,,Perez
7907,2,3989,73,577,Hex Nut 15,472.8,,l,Blotchet-Halls,Christian,J,Hughes
7908,15,16989,86,590,External Lock Washer 7,0,Michael,',O'Leary,Samuel,,Sharma
7909,9,14230,103,607,Thin-Jam Lock Nut 1,169.6,Burt,r,Gringlesby,Michael John,R,Troyer
7910,2,10471,119,623,Lock Nut 16,88,,l,Blotchet-Halls,José,G,Lopez
7911,19,7712,136,640,Lock Nut 15,548.4,Meander,m,Smith,Hailey,M,Lopez
7912,9,953,149,653,Lock Washer 7,564,Burt,r,Gringlesby,Alvin,A,Zhao
7913,3,17953,166,670,Metal Sheet 6,389.6,,a,,Steven,,Watson
7914,20,15194,183,687,LL Road Rim,306,Dean,t,Straight,Noah,,Jones
7915,10,8435,196,700,LL Spindle/Axle,418.4,Sheryl,u,Hunter,Jack,L,Hayes
7916,4,5676,213,717,"Sport-100 Helmet, Black",34.99,Michel,e,DeFrance,Donald,D,Martinez
7917,20,1917,229,733,"LL Road Frame - Black, 62",337.22,Dean,t,Straight,Audrey,H,Diaz
7918,14,18917,246,750,"HL Mountain Frame - Silver, 48",1364.5/ -,Heather,c,McBadden,Trish,E,Pederson
7919,4,12158,259,763,"Road-450 Red, 58",1457.99,Michel,e,DeFrance,Larry,S,Gomez
7920,21,9399,276,780,"Mountain-100 Silver, 38",3399.99,Dirk,t,Stringer,Jenny,,Zimmerman
7921,15,6640,293,797,"Mountain-300 Black, 48",1079.99 $$,Michael,',O'Leary,Ethan,A,Clark
7922,5,19640,306,810,"Road-550-W Yellow, 48",1120.49,Innes,e,del Castillo,Xavier,M,Smith
7923,22,16881,323,827,LL Road Front Wheel,85.565,Johnson,h,White,Ryan,J,Alexander
7924,12,10122,336,840,"ML Mountain Frame - Black, 44",348.76,Charlene,,,Johnny,G,Kumar
7925,6,7363,353,857,Headlights - Weatherproof,44.99,Ann,u,Dull,Gerald,,Martinez
7926,22,3604,369,873,"Classic Vest, S",63.5,Johnson,h,White,Catherine,,Sanders
7927,16,845,386,890,"Short-Sleeve Classic Jersey, S",53.99,Sylvia,a,Panteley,Alison,,Lal
7928,6,13845,399,903,Rear Derailleur,121.46,Ann,u,Dull,Mayra,S,Sanchez
7929,1,11086,416,920,LL Road Seat/Saddle,27.12,Abraham,e,Bennet,Kate,,Becker
7930,17,8327,433,937,LL Mountain Tire,24.99,Albert,i,Ringer,Isabelle,K,Henderson
7931,7,1568,446,950,Touring Pedal,80.99,NUL,r,Green,Annette,,Hill
7932,1,18568,463,967,"Touring-3000 Blue, 54",742.35,Abraham,e,Bennet,Thomas,,Li
7933,17,14809,479,983,"Road-350-W Yellow, 42",1700.99,Albert,i,Ringer,Natalie,E,Williams
7935,13,13000,13,13,Chain Stays,64.8,Stearns,a,MacFeather,Madison,,Foster
7936,7,10241,30,30,Flat Washer 7,418.8,NUL,r,Green,Jonathan,J,Hernandez
7937,1,7482,47,47,Thin-Jam Hex Nut 4,441.6 rs,Abraham,e,Bennet,Glenn,A,Zeng
7955,18,4097,340,,"ML Road Frame-W - Yellow, 44",594.83,Anne,i,Ringer,Christy,A,Andersen
8198,10,19410,217,217,AWC Logo Cap,8.99Euro,Sheryl,u,Hunter,Whitney,C,Sanchez
8253,8,17723,77,7AS7,Handlebar Tube,636.8,Morningstar,r,Greene,Spencer,,Bennett
8337,12,7820,403,403,"LL Touring Frame - Blue, 62",333.42 $$,Charlene,o,,Hannah,G,Jenkins
8365,12,10122,336,840,"ML Mountain Frame - Black, 44",348.76,Charlene,o,,Johnny,G,Kumar
8375,1,1,1,Def11,Adjustable Race,1.6,Abraham,e,Bennet,Aaron,,
8395,12,1338,357,357,"Women's Tights, S",74.99,Charlene,o,,Angel,,Phillips
8424,22,16881,323,827,LL Road Front Wheel,85.565 Eur,Johnson,h,White,Ryan,J,Alexander
8456,5,10856,327,327,"ML Road Frame-W - Yellow, 38",594.83 $,Innes,e,del Castillo,Kaitlyn,,Harris
8535,8,6748,56,560,Hex Nut 16,75.4$,Morningstar,r,Greene,Evelyn,,Perez
8570,15,8205,107,10()7,Thin-Jam Lock Nut 5,85.6,Michael,',O'Leary,Isabel,,Powell
9003,1,11086,416,920,LL Road Seat/Saddle,27.12,Abraham,e,,Kate,,Becker
9006,1,18568,463,967,"Touring-3000 Blue, 54",742.35,Abraham,e,,Thomas,,Li
9008,1,1,1,-11,Adjustable Race,1.6,Abraham,e,,Aaron,,
9011,1,7482,47,47,Thin-Jam Hex Nut 4,441.6,Abraham,e,,Glenn,A,Zeng
9036,1,2302,437,437,ML Road Tire,24.99,Abraham,e,,Blake,,Long
9039,1,8784,483,483,"Touring-3000 Blue, 44",742.35,Abraham,e,,James,,Mitchell
9042,1,16266,26,530,Flat Washer 4,0,Abraham,e,,Richard,J,Martinez
9094,18,4097,340,340,"ML Road Frame-W - Yellow, 44",594.83 $,Anne,i,Ringer,Christy,A,Andersen
9136,1,1,1,11,Adjustable Race,1.6,Abraham,e,,Aaron,,
9212,3,9169,187,187,LL Mountain Seat Assembly,133.34,,a,Carson,Jay,,Carlson
9215,3,15651,233,233,"LL Road Frame - Red, 58",337.22,,a,Carson,Peter,E,Black
9234,1,16266,26,530,Flat Washer 4,0,NULL,e,,Richard,J,Martinez
9242,3,17953,166,670,Metal Sheet 6,389.6,,a,Carson,Steven,,Watson
9258,1,11086,416,920,LL Road Seat/Saddle,27.12,NULL,e,Bennet,Kate,,Becker
9261,1,18568,463,967,"Touring-3000 Blue, 54",742.35,NULL,e,Bennet,Thomas,,Li
9263,1,1,1,11,Adjustable Race,1.6$,NULL,e,Bennet,Aaron,,
9266,1,7482,47,47,Thin-Jam Hex Nut 4,441.6,NULL,e,Bennet,Glenn,A,Zeng
9290,1,2302,437,437,ML Road Tire,24.99,NULL,e,Bennet,Blake,,Long
9293,1,8784,483,483,"Touring-3000 Blue, 44",742.35,NULL,e,Bennet,James,,Mitchell
9296,1,16266,26,530,Flat Washer 4,0,NULL,e,Bennet,Richard,J,Martinez
9326,1,1,1,11,Adjustable Race,1.6,NULL,e,Bennet,Aaron,,
9402,3,9169,187,187,LL Mountain Seat Assembly,133.34,,NULL,Carson,Jay,,Carlson
9405,3,15651,233,233,"LL Road Frame - Red, 58",337.22,,NULL,Carson,Peter,E,Black
9433,3,17953,166,670,Metal Sheet 6,389.6,,NULL,Carson,Steven,,Watson
9878,1,7482,47,47,Thin-Jam Hex Nut 4,441.6 rs,NULL,e,Bennet,Glenn,A,Zeng
9993,13,13000,13,13,Chain Stays,64.8$,Stearns,a,MacFeather,Madison,,Foster
9995,1,7482,47,47,Thin-Jam Hex Nut 4,441.6$,NULL,e,Bennet,Glenn,A,Zeng
9997,8,17723,77,77,Handlebar Tube,636.8$,Morningstar,r,Greene,Spencer,,Bennett
9999,15,8205,107,107,Thin-Jam Lock Nut 5,85.6$,Michael,',O'Leary,Isabel,,Powell
10702,11,13615,327,327,"ML Road Frame-W - Yellow, 38",594.83,Livia,a,Karsen,Martin,P,Patel
11430,15,8205,107,XCV107,Thin-Jam Lock Nut 5,85.6,Michael,',O'Leary,Isabel,,Powell
11523,8,6748,56,560,Hex Nut 16,Eur75.4,Morningstar,r,Greene,Evelyn,,Perez
11612,3,12654,187,187,LL Mountain Seat Assembly,133.34,,NULL,Carson,Louis,,Hu
11613,16,4341,200,200,Spokes,843.2,Sylvia,a,Panteley,Cole,W,Cook
11614,10,16269,217,217,AWC Logo Cap,8.99,Sheryl,u,Hunter,Richard,L,Cooper
11615,3,18197,233,233,"LL Road Frame - Red, 58",337.22,,NULL,Carson,Tabitha,M,Rodriguez
11616,20,10366,250,250,"HL Mountain Frame - Black, 48",1349.6,Dean,t,Straight,Jordyn,S,Coleman
11617,10,2053,263,263,"Road-450 Red, 52",1457.99,Sheryl,u,Hunter,Barbara,,Lin
11618,4,13981,280,280,"Mountain-100 Black, 38",3374.99,Michel,e,DeFrance,Melanie,B,Russell
11619,21,6150,297,297,"Road-250 Red, 58",2443.35,Dirk,t,Stringer,Edwin,A,Deng
11620,11,17596,310,310,LL Headset,34.2,Livia,a,Karsen,Sheena,,Chande
11621,5,9765,327,327,"ML Road Frame-W - Yellow, 38",594.83,Innes,e,del Castillo,Jésus,K,Munoz
11622,18,1452,340,340,"ML Road Frame-W - Yellow, 44",594.83,Anne,i,Ringer,Ann,,Gonzalez
11623,12,13380,357,357,"Women's Tights, S",74.99,Charlene,,,María,,Flores
11624,5,15308,373,373,"Women's Mountain Shorts, M",69.99,Innes,e,del Castillo,Olivia,K,Cox
11625,22,7477,390,390,"HL Touring Frame - Yellow, 60",1003.91,Johnson,h,White,Glenn,,Lu
11626,12,18923,403,403,"LL Touring Frame - Blue, 62",333.42 $$,Charlene,,,Trisha,,Sun
11627,6,11092,420,420,ML Touring Seat/Saddle,39.14,Ann,u,Dull,Kate,,Raje
11628,1,3261,437,437,ML Road Tire,24.99,Abraham,e,Bennet,Carlos,,Howard
11629,13,14707,450,450,Front Derailleur,91.49,Stearns,a,MacFeather,Nancy,,Buchanan
11630,7,6876,467,467,"Touring-3000 Yellow, 50",742.35,NUL,r,Green,Fernando,J,Jenkins
11631,7,12419,9,513,Chainring Bolts,0,NUL,r,Green,Levi,,Gonzalez
11632,1,4588,26,530,Flat Washer 4,0,Abraham,e,Bennet,Cristina,,Xu
11633,18,16516,43,547,Thin-Jam Hex Nut 16,72.8,Anne,i,Ringer,Rodney,,Sanz
11634,8,8203,56,560,Hex Nut 16,75.4,Morningstar,r,Greene,Isabel,,Long
11635,2,372,73,577,Hex Nut 15,472.8,,l,Blotchet-Halls,Alberto,,Ramos
11636,15,11818,86,590,External Lock Washer 7,0,Michael,',O'Leary,Kristen,R,Li
11637,9,3987,103,607,Thin-Jam Lock Nut 1,169.6,Burt,r,Gringlesby,Christian,J,Garcia
11638,2,5915,119,623,Lock Nut 16,88,,l,Blotchet-Halls,Eddie,,Gomez
11639,19,17843,136,640,Lock Nut 15,548.4,Meander,m,Smith,Stephanie,,Alexander
11640,9,9530,149,653,Lock Washer 7,564,Burt,r,Gringlesby,Jermaine,A,Kapoor
11641,3,1699,166,670,Metal Sheet 6,389.6,,NULL,Carson,Arianna,M,Bell
11642,20,13627,183,687,LL Road Rim,306,Dean,t,Straight,Marvin,C,Gomez
11643,10,5314,196,700,LL Spindle/Axle,418.4,Sheryl,u,Hunter,Dennis,G,Wu
11644,4,17242,213,717,"Sport-100 Helmet, Black",34.99,Michel,e,DeFrance,Sean,,Green
11645,20,19170,229,733,"LL Road Frame - Black, 62",337.22,Dean,t,Straight,Victoria,,Williams
11646,14,11339,246,750,"HL Mountain Frame - Silver, 48",1364.5/ -,Heather,c,McBadden,Katrina,M,Sharma
11647,4,3026,259,763,"Road-450 Red, 58",1457.99,Michel,e,DeFrance,Caleb,,Patterson
11648,21,14954,276,780,"Mountain-100 Silver, 38",3399.99,Dirk,t,Stringer,Nathaniel,C,Howard
11649,15,7123,293,797,"Mountain-300 Black, 48",1079.99 $$,Michael,',O'Leary,Gabriella,,Rivera
11650,5,18569,306,810,"Road-550-W Yellow, 48",1120.49,Innes,e,del Castillo,Thomas,,Martinez
11651,22,10738,323,827,LL Road Front Wheel,85.565,Johnson,h,White,Julie,M,Luo
11652,12,2425,336,840,"ML Mountain Frame - Black, 44",348.76,Charlene,,,Brad,M,Goel
11653,6,14353,353,857,Headlights - Weatherproof,44.99,Ann,u,Dull,Miguel,,Gonzalez
11654,22,16281,369,873,"Classic Vest, S",63.5,Johnson,h,White,Richard,M,Brown
11655,16,8450,386,890,"Short-Sleeve Classic Jersey, S",53.99,Sylvia,a,Panteley,Jack,S,Richins
11656,6,137,399,903,Rear Derailleur,121.46,Ann,u,,,,
11657,1,12065,416,920,LL Road Seat/Saddle,27.12,Abraham,e,Bennet,Kyle,T,Young
11658,17,4234,433,937,LL Mountain Tire,24.99,Albert,i,Ringer,Clayton,,Zeng
11659,7,15680,446,950,Touring Pedal,80.99,NUL,r,Green,Philip,M,Gutierrez
11660,1,7849,463,967,"Touring-3000 Blue, 54",742.35,Abraham,e,Bennet,Harold,D,Subram
11661,17,9777,479,983,"Road-350-W Yellow, 42",1700.99,Albert,i,Ringer,Jill,,Gomez
11662,1,1,1,11-,Adjustable Race,1.6,Abraham,e,Bennet,Aaron,,
11663,13,11446,13,13,Chain Stays,64.8,Stearns,a,MacFeather,Keith,,Lal
11664,7,3615,30,30,Flat Washer 7,418.8,NUL,r,Green,Catherine,L,Murphy
11665,1,15543,47,47,Thin-Jam Hex Nut 4,441.6,Abraham,e,Bennet,Patrick,L,Sanders
11666,14,7230,60,60,Hex Nut 9,152.4,Heather,c,McBadden,Garrett,,Murphy
11667,8,19158,77,77,Handlebar Tube,636.8,Morningstar,r,Greene,Victoria,,Powell
11668,21,10845,90,90,External Lock Washer 2,0,Dirk,t,Stringer,Kaitlyn,,Allen
11669,15,3014,107,107,Thin-Jam Lock Nut 5,85.6,Michael,',O'Leary,Caleb,,Campbell
11670,8,4942,123,123,Lock Nut 9,177.6,Morningstar,r,Greene,Danielle,J,Sanders
11671,2,16870,140,140,Lock Ring,829.8,,l,Blotchet-Halls,Ryan,C,Davis
11672,15,8557,153,153,Lock Washer 3,0,Michael,',O'Leary,Jacob,,Martinez
11673,9,726,170,170,HL Nipple,196.4,Burt,r,Gringlesby,Alexis,H,Hall
11693,1,8804,483,483,"Touring-3000 Blue, 44",742.35,Abraham,e,Bennet,James,C,Evans
11694,17,973,500,500,ML Bottom Bracket,101.24,Albert,i,Ringer,Alvin,V,Zheng
11731,8,19158,77,-77,Handlebar Tube,636.8,Morningstar,r,Greene,Victoria,,Powell
11740,10,16269,217,217,AWC Logo Cap,8.99Euro,Sheryl,u,Hunter,Richard,L,Cooper
11833,3,1699,166,670,Metal Sheet 6,389.6,NULL,NULL,Carson,Arianna,M,Bell
11866,3,12654,187,187,LL Mountain Seat Assembly,133.34,NULL,NULL,Carson,Louis,,Hu
11869,3,18197,233,233,"LL Road Frame - Red, 58",337.22,NULL,NULL,Carson,Tabitha,M,Rodriguez
11897,3,1699,166,670,Metal Sheet 6,389.6,Cheryl,NULL,Carson,Arianna,M,Bell
11921,1,15543,47,47,Thin-Jam Hex Nut 4,441.6 rs,Abraham,e,Bennet,Patrick,L,Sanders
11930,3,12654,187,187,LL Mountain Seat Assembly,133.34,Cheryl,NULL,Carson,Louis,,Hu
11933,3,18197,233,233,"LL Road Frame - Red, 58",337.22,Cheryl,NULL,Carson,Tabitha,M,Rodriguez
12131,12,13380,357,357,"Women's Tights, S",74.99,Charlene,,Locksley,María,,Flores
12134,12,18923,403,403,"LL Touring Frame - Blue, 62",333.42 $$,Charlene,,Locksley,Trisha,,Sun
12162,12,2425,336,840,"ML Mountain Frame - Black, 44",348.76,Charlene,,Locksley,Brad,M,Goel
12193,5,9765,327,327,"ML Road Frame-W - Yellow, 38",594.83 $,Innes,e,del Castillo,Jésus,K,Munoz
12779,22,10738,323,827,LL Road Front Wheel,85.565 Eur,Johnson,h,White,Julie,M,Luo
13396,12,18923,403,403,"LL Touring Frame - Blue, 62",333.42 $$,,,Locksley,Trisha,,Sun
13423,12,2425,336,840,"ML Mountain Frame - Black, 44",348.76,,,Locksley,Brad,M,Goel
13440,12,13380,357,357,"Women's Tights, S",74.99,,,Locksley,María,,Flores
13644,8,8203,56,560,Hex Nut 16,Eur75.4,Morningstar,r,Greene,Isabel,,Long
13670,8,19158,77,"7""""7",Handlebar Tube,636.8,Morningstar,r,Greene,Victoria,,Powell
13720,17,5668,293,293,"Mountain-300 Black, 48",1079.99 $$,Albert,i,Ringer,Donald,,Raman
13725,19,16995,387,387,"Short-Sleeve Classic Jersey, M",53.99,Meander,m,Smith,Samuel,,Young
13728,20,18322,480,480,"Road-350-W Yellow, 44",1700.99,Dean,t,Straight,Tasha,,Yuan
13731,14,16034,39,543,,,,,,,,
13735,17,8929,226,730,"HL Road Frame - Red, 56",1431.5,Albert,i,Ringer,Jane,P,Greer
13736,11,1098,243,747,"LL Road Frame - Black, 52",337.22,Livia,a,Karsen,Amanda,M,Bennett
13741,13,3752,429,933,"LL Mountain Frame - Black, 42",249.79,Stearns,a,MacFeather,Charles,E,Sanders
13744,20,15061,43,43,Thin-Jam Hex Nut 16,72.8,Dean,t,Straight,Nicolas,,Raje
13750,17,125,247,247,"HL Mountain Frame - Silver, 46",1364.5/ -,Albert,i,,,,
13758,19,2779,433,433,LL Mountain Tire,24.99,Meander,m,Smith,Bridget,E,Chande
13762,14,10491,497,497,"Mountain-500 Black, 48",539.99,Heather,c,McBadden,Joseph,J,Cantoni
13768,16,7602,133,637,Lock Nut 21,90.8,Sylvia,a,Panteley,Grant,A,Andersen
13771,16,13145,179,683,Reflector,910.8,Sylvia,a,Panteley,Marc,,Romero
13778,11,6641,,793,"Mountain-200 Black, 46",2294.99,Livia,a,Karsen,Ethan,A,Lal
13784,13,17968,383,887,Fender Set - Mountain,21.98,Stearns,a,MacFeather,Steven,L,Peterson
13790,14,19295,476,980,"Touring-2000 Blue, 50",1214.85,Heather,c,McBadden,Warren,,Zhao
13791,8,11464,493,997,"Mountain-500 Silver, 52",564.99,Morningstar,r,Greene,Keith,R,Pal
13801,22,12172,183,183,LL Road Rim,306,Johnson,h,White,Latasha,,Suarez
13804,1,7956,230,230,"LL Road Frame - Red, 44",337.22,Abraham,e,Bennet,Henry,M,Prasad
13859,10,2779,433,433,LL Mountain Tire,24.99,Meander,m,Smith,Bridget,E,Chande
13873,11,6641,289,793,"Mountain-200 Black, 46",2294.99,Livia,a,Karsen,Ethan,A,Lal
13890,22,6629,137,137,Lock Nut 4,183.2,Johnson,h,White,Ethan,,Perry
